OID,X,Y,ENTRC_EXIT,ACSBL_ENTR,ENTRC_TYPE,NOTES,LINE,TYPE,STATUS,YEARMONTH,COMP,MTR_AREA,STAT_NAME,ENTRC_LBL
-1,217218.237900000065565,626775.289499999955297,,,,,ירוק_כחול,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,גילה - מערב,
-1,220916.330099999904633,627803.375600000843406,,,,,ורוד,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,ארנונה-רמת רחל (טנטטיבי),
-1,221510.831399999558926,627645.614299999549985,,,,,ורוד,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,מורדות ארנונה (טנטטיבי),
-1,222200.434000000357628,627700.472300000488758,,,,,ורוד,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,צור בהאר (טנטטיבי),
-1,222221.327800000086427,628621.451899999752641,,,,,ורוד,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,תלפיות מזרח (טנטטיבי),
-1,221543.903400000184774,633942.456100000068545,,,,,ירוק_ירוק בהיר_תכלת,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,מעלות דפנה,
-1,217522.234199999831617,628490.717399999499321,,,,,סגול,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,גטי מערב,
-1,221581.551099999807775,638833.008099999278784,,,,,חום,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,הותיקן,
-1,221872.216799999587238,638592.803700000047684,,,,,חום,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,משה סנה,
-1,221777.252000000327826,638213.739299999549985,,,,,חום,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,אומר אל חיאם,
-1,222388.085799999535084,628333.697200000286102,,,,,ורוד,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,תלפיות מזרח (טנטטיבי),
-1,222418.897099999710917,628017.651900000870228,,,,,ורוד,עילית,מתוכננת,202409.000000000000000,צתאל,מטרופולין ירושלים,תלפיות מזרח (טנטטיבי),
-1,186073.260599999688566,664377.138699999079108,,,,,סגול,עילית,מתוכננת,202412.000000000000000,נתע,מטרופולין תל אביב,רמת הדר - דרום,
-1,186401.097000000067055,664436.392000000923872,,,,,סגול,עילית,מתוכננת,202412.000000000000000,נתע,מטרופולין תל אביב,פארק רמון,
-1,186890.426300000399351,664625.212300000712276,,,,,סגול,עילית,מתוכננת,202412.000000000000000,נתע,מטרופולין תל אביב,כפר גנים,
